id,name,height,weight,base_experience,total_base_stats,attack,defense,hp,special-attack,special-defense,speed,type_1,type_2,offensive_effectiveness,defensive_multiplier_mean,n_moves,max_move_power,mean_move_power,max_power_physical,max_power_special,defensive_multiplier_mean_clipped,defensive_raw,offensive_raw,total_base_stats_norm,max_move_power_norm,offensive_effectiveness_norm,defensive_survivability_norm
332,cacturne,13,774,166.0,475,115,60,70,115,60,55,grass,dark,1.0,1.2380952380952381,62.0,150.0,73.87096774193549,150.0,150.0,1.2380952380952381,153.46153846153845,625.0,0.3157894736842105,0.6,0.4000000000000001,0.1362179487179487
333,swablu,4,12,62.0,310,40,60,45,40,75,50,normal,flying,0.9880952380952381,1.0,47.0,140.0,69.25531914893617,140.0,120.0,1.0,180.0,444.64285714285717,0.14210526315789473,0.56,0.35000000000000026,0.1748971193415638
334,altaria,11,206,172.0,490,70,90,75,70,105,80,dragon,flying,1.0238095238095237,1.1071428571428572,60.0,150.0,73.16666666666667,150.0,150.0,1.1071428571428572,243.87096774193546,655.2380952380952,0.33157894736842103,0.6,0.4999999999999998,0.26798752157175093
335,zangoose,13,403,160.0,458,115,60,73,60,60,90,normal,,0.9047619047619048,1.0,79.0,150.0,74.72151898734177,150.0,150.0,1.0,193.0,550.0952380952381,0.29789473684210527,0.6,0.0,0.1938443072702332
336,seviper,27,525,160.0,458,100,60,73,100,60,65,poison,,0.9523809523809523,0.9761904761904762,66.0,150.0,69.84848484848484,150.0,150.0,0.9761904761904762,197.70731707317074,579.047619047619,0.29789473684210527,0.6,0.19999999999999982,0.20070510890294088
337,lunatone,10,1680,161.0,460,55,65,90,95,85,70,rock,psychic,1.0595238095238095,1.2142857142857142,45.0,250.0,81.22222222222223,250.0,150.0,1.2142857142857142,197.64705882352942,752.2619047619048,0.3,1.0,0.6500000000000002,0.2006172839506173
338,solrock,12,1540,161.0,460,95,85,90,55,65,70,rock,psychic,1.0595238095238095,1.2142857142857142,47.0,250.0,82.23404255319149,250.0,150.0,1.2142857142857142,197.64705882352942,752.2619047619048,0.3,1.0,0.6500000000000002,0.2006172839506173
339,barboach,4,19,58.0,288,48,43,50,46,41,60,water,ground,1.1071428571428572,1.0,42.0,120.0,77.61904761904762,120.0,120.0,1.0,134.0,451.7142857142857,0.11894736842105263,0.48,0.8500000000000005,0.10785322359396433
340,whiscash,9,236,164.0,468,78,73,110,76,71,60,water,ground,1.1071428571428572,1.0,50.0,150.0,79.9,150.0,150.0,1.0,254.0,684.2142857142858,0.30842105263157893,0.6,0.8500000000000005,0.28275034293552814
341,corphish,6,115,62.0,308,80,65,43,50,35,35,water,,1.0714285714285714,1.0,53.0,120.0,68.11320754716981,120.0,110.0,1.0,143.0,458.57142857142856,0.14,0.48,0.7000000000000001,0.12097050754458162
342,crawdaunt,11,328,164.0,468,120,85,63,90,55,55,water,dark,1.0476190476190474,1.0476190476190477,65.0,150.0,70.6923076923077,150.0,150.0,1.0476190476190477,193.77272727272725,647.4285714285713,0.30842105263157893,0.6,0.5999999999999994,0.19497053872053868
343,baltoy,5,215,60.0,300,40,55,40,40,70,55,ground,psychic,1.0714285714285714,1.1428571428571428,37.0,250.0,80.13513513513513,250.0,120.0,1.1428571428571428,144.375,589.2857142857142,0.13157894736842105,1.0,0.7000000000000001,0.12297453703703703
344,claydol,15,1080,175.0,500,70,105,60,70,120,75,ground,psychic,1.0714285714285714,1.1428571428571428,45.0,250.0,82.33333333333333,250.0,150.0,1.1428571428571428,249.375,803.5714285714286,0.34210526315789475,1.0,0.7000000000000001,0.2760095164609053
345,lileep,10,238,71.0,355,41,77,66,61,87,23,rock,grass,1.0476190476190477,1.1428571428571428,30.0,120.0,59.5,120.0,120.0,1.1428571428571428,201.25,497.61904761904765,0.18947368421052632,0.48,0.6000000000000004,0.2058684842249657
346,cradily,15,604,173.0,495,81,97,86,81,107,43,rock,grass,1.0476190476190477,1.1428571428571428,41.0,150.0,69.02439024390245,150.0,150.0,1.1428571428571428,253.75,675.7142857142858,0.3368421052631579,0.6,0.6000000000000004,0.28238597393689985
347,anorith,7,125,71.0,355,95,50,45,40,50,75,rock,bug,1.0476190476190477,1.0952380952380953,38.0,120.0,61.578947368421055,120.0,120.0,1.0952380952380953,132.39130434782606,497.61904761904765,0.18947368421052632,0.48,0.6000000000000004,0.10550858829844334
348,armaldo,15,682,173.0,495,125,100,75,70,80,45,rock,bug,1.0476190476190477,1.0952380952380953,50.0,150.0,71.4,150.0,150.0,1.0952380952380953,232.82608695652172,675.7142857142858,0.3368421052631579,0.6,0.6000000000000004,0.2518898729647522
349,feebas,6,74,40.0,200,15,20,20,10,55,80,water,,1.0714285714285714,1.0,26.0,120.0,70.0,120.0,110.0,1.0,95.0,342.85714285714283,0.02631578947368421,0.48,0.7000000000000001,0.051011659807956106
350,milotic,62,1620,189.0,540,60,79,95,100,125,81,water,,1.0714285714285714,1.0,51.0,150.0,66.17647058823529,150.0,150.0,1.0,299.0,739.2857142857142,0.38421052631578945,0.6,0.7000000000000001,0.3483367626886145
351,castform,3,8,147.0,420,70,70,70,70,70,70,normal,,0.9047619047619048,1.0,38.0,140.0,76.44736842105263,140.0,120.0,1.0,210.0,506.6666666666667,0.2578947368421053,0.56,0.0,0.21862139917695472
352,kecleon,10,220,154.0,440,90,70,60,60,120,40,normal,,0.9047619047619048,1.0,65.0,150.0,70.43076923076923,150.0,120.0,1.0,250.0,533.8095238095239,0.2789473684210526,0.6,0.0,0.276920438957476
353,shuppet,6,23,59.0,295,75,35,44,63,33,45,ghost,,1.0238095238095237,0.9523809523809523,37.0,120.0,72.29729729729729,120.0,110.0,0.9523809523809523,117.60000000000001,424.88095238095235,0.12631578947368421,0.48,0.4999999999999998,0.08395061728395063
354,banette,11,125,159.0,455,115,65,64,83,63,65,ghost,,1.0238095238095237,0.9523809523809523,43.0,150.0,74.76744186046511,150.0,150.0,0.9523809523809523,201.60000000000002,619.4047619047618,0.29473684210526313,0.6,0.4999999999999998,0.2063786008230453
355,duskull,8,150,59.0,295,40,90,20,30,90,25,ghost,,1.0238095238095237,0.9523809523809523,34.0,120.0,69.55882352941177,120.0,120.0,0.9523809523809523,210.0,424.88095238095235,0.12631578947368421,0.48,0.4999999999999998,0.21862139917695472
356,dusclops,16,306,159.0,455,70,130,40,60,130,25,ghost,,1.0238095238095237,0.9523809523809523,53.0,150.0,73.67924528301887,150.0,150.0,0.9523809523809523,315.0,619.4047619047618,0.29473684210526313,0.6,0.4999999999999998,0.37165637860082307
357,tropius,20,1000,161.0,460,68,83,99,72,87,51,grass,flying,1.0238095238095237,1.2023809523809523,55.0,150.0,75.45454545454545,150.0,150.0,1.2023809523809523,223.72277227722773,624.5238095238095,0.3,0.6,0.4999999999999998,0.23862201034918307
358,chimecho,6,10,159.0,455,50,80,75,95,90,65,psychic,,1.0,1.0952380952380953,42.0,140.0,68.33333333333333,140.0,120.0,1.0952380952380953,223.69565217391303,595.0,0.29473684210526313,0.56,0.4000000000000001,0.23858248344963318
359,absol,12,470,163.0,465,130,60,65,75,60,75,dark,,1.0238095238095237,1.0476190476190477,68.0,150.0,74.19117647058823,150.0,150.0,1.0476190476190477,176.5909090909091,629.6428571428571,0.30526315789473685,0.6,0.4999999999999998,0.16992845117845118
360,wynaut,6,140,52.0,260,23,48,95,23,48,23,psychic,,1.0,1.0952380952380953,,,,,,1.0952380952380953,174.39130434782606,260.0,0.08947368421052632,0.0,0.4000000000000001,0.16672258006799065
361,snorunt,7,168,60.0,300,50,50,50,50,50,50,ice,,1.0952380952380953,1.1666666666666667,32.0,120.0,63.125,120.0,110.0,1.1666666666666667,128.57142857142856,460.00000000000006,0.13157894736842105,0.48,0.8000000000000006,0.09994121105232213
362,glalie,15,2565,168.0,480,80,80,80,80,80,80,ice,,1.0952380952380953,1.1666666666666667,46.0,250.0,76.95652173913044,250.0,150.0,1.1666666666666667,205.7142857142857,799.5238095238096,0.32105263157894737,1.0,0.8000000000000006,0.21237507348618456
363,spheal,8,395,58.0,290,40,50,70,55,50,25,ice,water,1.0833333333333335,1.130952380952381,36.0,130.0,68.61111111111111,130.0,110.0,1.130952380952381,150.31578947368422,455.00000000000006,0.12105263157894737,0.52,0.7500000000000008,0.1316330950833875
364,sealeo,11,876,144.0,410,60,70,90,75,70,45,ice,water,1.0833333333333335,1.130952380952381,37.0,130.0,67.43243243243244,130.0,110.0,1.130952380952381,203.3684210526316,585.0000000000001,0.24736842105263157,0.52,0.7500000000000008,0.20895603205544727
365,walrein,14,1506,239.0,530,80,90,110,95,90,65,ice,water,1.0833333333333335,1.130952380952381,47.0,150.0,72.02127659574468,150.0,150.0,1.130952380952381,256.42105263157896,736.6666666666667,0.3736842105263158,0.6,0.7500000000000008,0.28627896902750705
366,clamperl,4,525,69.0,345,64,85,35,74,55,32,water,,1.0714285714285714,1.0,20.0,120.0,71.25,120.0,110.0,1.0,175.0,498.2142857142857,0.17894736842105263,0.48,0.7000000000000001,0.16760973936899862
367,huntail,17,270,170.0,485,104,105,55,94,75,52,water,,1.0714285714285714,1.0,33.0,150.0,72.57575757575758,150.0,150.0,1.0,235.0,680.3571428571429,0.3263157894736842,0.6,0.7000000000000001,0.2550582990397805
368,gorebyss,18,226,170.0,485,84,105,55,114,75,52,water,,1.0714285714285714,1.0,32.0,150.0,73.28125,150.0,150.0,1.0,235.0,680.3571428571429,0.3263157894736842,0.6,0.7000000000000001,0.2550582990397805
369,relicanth,10,234,170.0,485,90,130,100,45,65,55,water,rock,1.0952380952380953,1.1547619047619047,47.0,150.0,77.76595744680851,150.0,150.0,1.1547619047619047,255.4639175257732,695.4761904761906,0.3263157894736842,0.6,0.8000000000000006,0.2848839675872895
370,luvdisc,6,87,116.0,330,30,55,43,40,65,97,water,,1.0714285714285714,1.0,30.0,120.0,66.66666666666667,120.0,110.0,1.0,163.0,482.1428571428571,0.1631578947368421,0.48,0.7000000000000001,0.15012002743484223
371,bagon,6,421,60.0,300,75,60,45,40,30,50,dragon,,0.9761904761904762,1.0476190476190477,44.0,130.0,70.56818181818181,120.0,130.0,1.0476190476190477,128.86363636363635,419.76190476190476,0.13157894736842105,0.52,0.29999999999999993,0.10036709689487465
372,shelgon,11,1105,147.0,420,95,100,65,60,50,50,dragon,,0.9761904761904762,1.0476190476190477,44.0,130.0,67.95454545454545,120.0,130.0,1.0476190476190477,205.22727272727272,536.9047619047619,0.2578947368421053,0.52,0.29999999999999993,0.21166526374859707
373,salamence,15,1026,270.0,600,135,80,95,110,80,100,dragon,flying,1.0238095238095237,1.1071428571428572,63.0,150.0,73.0952380952381,150.0,150.0,1.1071428571428572,230.32258064516128,767.8571428571428,0.4473684210526316,0.6,0.4999999999999998,0.24824107261383246
374,beldum,6,952,60.0,300,55,80,40,35,60,30,steel,psychic,1.0238095238095237,0.9166666666666666,7.0,140.0,82.85714285714286,90.0,140.0,0.9166666666666666,196.36363636363637,450.4761904761904,0.13157894736842105,0.56,0.4999999999999998,0.1987467265245043
375,metang,12,2025,147.0,420,75,100,60,55,80,50,steel,psychic,1.0238095238095237,0.9166666666666666,56.0,250.0,80.35714285714286,250.0,150.0,0.9166666666666666,261.8181818181818,685.9523809523808,0.2578947368421053,1.0,0.4999999999999998,0.29414515525626633
376,metagross,16,5500,270.0,600,135,130,80,95,90,70,steel,psychic,1.0238095238095237,0.9166666666666666,64.0,250.0,80.234375,250.0,150.0,0.9166666666666666,327.2727272727273,870.2380952380952,0.4473684210526316,1.0,0.4999999999999998,0.38954358398802846
377,regirock,17,2300,261.0,580,100,200,80,50,100,50,rock,,1.119047619047619,1.1428571428571428,57.0,250.0,83.59649122807018,250.0,150.0,1.1428571428571428,332.5,928.8095238095239,0.4263157894736842,1.0,0.9000000000000004,0.3971622085048011
378,regice,18,1750,261.0,580,50,100,80,100,200,50,ice,,1.0952380952380953,1.1666666666666667,53.0,250.0,83.9622641509434,250.0,150.0,1.1666666666666667,325.71428571428567,909.0476190476192,0.4263157894736842,1.0,0.8000000000000006,0.38727219282774833
379,registeel,19,2050,261.0,580,75,150,80,75,150,50,steel,,1.0476190476190477,0.8571428571428571,54.0,250.0,86.48148148148148,250.0,150.0,0.8571428571428571,443.33333333333337,869.5238095238095,0.4263157894736842,1.0,0.6000000000000004,0.5586991312299955
380,latias,14,400,270.0,600,80,90,80,110,130,110,dragon,psychic,0.9880952380952381,1.1428571428571428,69.0,150.0,73.98550724637681,150.0,150.0,1.1428571428571428,262.5,741.0714285714286,0.4473684210526316,0.6,0.35000000000000026,0.2951388888888889
381,latios,20,600,270.0,600,90,80,80,130,110,110,dragon,psychic,0.9880952380952381,1.1428571428571428,66.0,150.0,74.84848484848484,150.0,150.0,1.1428571428571428,236.25,741.0714285714286,0.4473684210526316,0.6,0.35000000000000026,0.2568801440329218
382,kyogre,45,3520,302.0,670,100,90,100,150,140,90,water,,1.0714285714285714,1.0,46.0,150.0,80.0,150.0,150.0,1.0,330.0,878.5714285714286,0.5210526315789473,0.6,0.7000000000000001,0.3935185185185185
383,groudon,35,9500,302.0,670,150,140,100,100,90,90,ground,,1.1428571428571428,1.0476190476190477,72.0,150.0,79.93055555555556,150.0,150.0,1.0476190476190477,315.0,937.1428571428571,0.5210526315789473,0.6,1.0,0.37165637860082307
384,rayquaza,70,2065,306.0,680,150,90,105,150,90,95,dragon,flying,1.0238095238095237,1.1071428571428572,74.0,150.0,79.12162162162163,150.0,150.0,1.1071428571428572,257.41935483870964,849.7619047619047,0.531578947368421,0.6,0.4999999999999998,0.28773397052966937
385,jirachi,3,11,270.0,600,100,100,100,100,100,100,steel,psychic,1.0238095238095237,0.9166666666666666,54.0,150.0,82.12962962962963,150.0,150.0,0.9166666666666666,327.2727272727273,767.8571428571428,0.4473684210526316,0.6,0.4999999999999998,0.38954358398802846
386,deoxys-normal,17,608,270.0,600,150,50,50,150,50,150,psychic,,1.0,1.0952380952380953,62.0,150.0,76.61290322580645,150.0,150.0,1.0952380952380953,136.9565217391304,750.0,0.4473684210526316,0.6,0.4000000000000001,0.11216228305600283
387,turtwig,4,102,64.0,318,68,64,55,45,55,31,grass,,0.9761904761904762,1.1428571428571428,43.0,130.0,70.11627906976744,120.0,130.0,1.1428571428571428,152.25,437.3333333333333,0.15052631578947367,0.52,0.29999999999999993,0.13445216049382716
388,grotle,11,970,142.0,405,89,85,75,55,65,36,grass,,0.9761904761904762,1.1428571428571428,43.0,130.0,70.11627906976744,120.0,130.0,1.1428571428571428,196.875,522.2619047619047,0.24210526315789474,0.52,0.29999999999999993,0.19949202674897118
389,torterra,22,3100,236.0,525,109,105,95,75,85,56,grass,ground,1.0595238095238095,1.1904761904761905,60.0,150.0,76.58333333333333,150.0,150.0,1.1904761904761905,239.4,715.1785714285714,0.3684210526315789,0.6,0.6500000000000002,0.26147119341563785
390,chimchar,5,62,62.0,309,58,44,44,58,44,61,fire,,1.0952380952380953,1.0,58.0,150.0,69.53448275862068,150.0,130.0,1.0,132.0,502.7142857142858,0.14105263157894737,0.6,0.8000000000000006,0.10493827160493827
391,monferno,9,220,142.0,405,78,52,64,78,52,81,fire,fighting,1.0833333333333335,1.0357142857142858,66.0,150.0,68.98484848484848,150.0,130.0,1.0357142857142858,162.20689655172413,601.2500000000001,0.24210526315789474,0.6,0.7500000000000008,0.14896409819781467
392,infernape,12,550,240.0,534,104,71,76,104,71,108,fire,fighting,1.0833333333333335,1.0357142857142858,78.0,150.0,74.58974358974359,150.0,150.0,1.0357142857142858,210.48275862068962,741.0000000000001,0.3778947368421053,0.6,0.7500000000000008,0.21932500827775409
393,piplup,4,52,63.0,314,51,53,53,61,56,40,water,,1.0714285714285714,1.0,49.0,120.0,60.204081632653065,120.0,110.0,1.0,162.0,465.0,0.1463157894736842,0.48,0.7000000000000001,0.14866255144032922
394,prinplup,8,230,142.0,405,66,68,64,81,76,50,water,,1.0714285714285714,1.0,53.0,120.0,61.22641509433962,120.0,110.0,1.0,208.0,562.5,0.24210526315789474,0.48,0.7000000000000001,0.21570644718792867
395,empoleon,17,845,239.0,530,86,88,84,111,101,60,water,steel,1.0595238095238095,0.8333333333333334,77.0,150.0,67.79220779220779,150.0,150.0,0.8333333333333334,327.59999999999997,720.4761904761905,0.3736842105263158,0.6,0.6500000000000002,0.39002057613168717
396,starly,3,20,49.0,245,55,30,40,30,30,60,normal,flying,0.9880952380952381,1.0,36.0,150.0,65.27777777777777,150.0,110.0,1.0,100.0,390.29761904761904,0.07368421052631578,0.6,0.35000000000000026,0.05829903978052126
397,staravia,6,155,119.0,340,75,50,55,40,40,80,normal,flying,0.9880952380952381,1.0,33.0,150.0,68.93939393939394,150.0,110.0,1.0,145.0,484.1666666666667,0.1736842105263158,0.6,0.35000000000000026,0.12388545953360768
398,staraptor,12,249,218.0,485,120,70,85,50,60,100,normal,flying,0.9880952380952381,1.0,37.0,150.0,73.91891891891892,150.0,150.0,1.0,215.0,627.4404761904763,0.3263157894736842,0.6,0.35000000000000026,0.2259087791495199
399,bidoof,5,200,50.0,250,45,40,59,35,40,31,normal,,0.9047619047619048,1.0,40.0,140.0,70.825,140.0,110.0,1.0,139.0,352.85714285714283,0.07894736842105263,0.56,0.0,0.1151406035665295
400,bibarel,10,315,144.0,410,85,60,79,55,60,71,normal,water,0.9880952380952381,1.0,52.0,150.0,75.0,150.0,150.0,1.0,199.0,553.3333333333334,0.24736842105263157,0.6,0.35000000000000026,0.20258916323731138
401,kricketot,3,22,39.0,194,25,41,37,25,41,25,bug,,0.9761904761904762,1.0714285714285714,11.0,90.0,54.54545454545455,80.0,90.0,1.0714285714285714,111.06666666666666,277.23809523809524,0.02,0.36,0.29999999999999993,0.07442844078646547
402,kricketune,10,255,134.0,384,85,51,77,55,51,65,bug,,0.9761904761904762,1.0714285714285714,41.0,150.0,64.51219512195122,150.0,150.0,1.0714285714285714,167.06666666666666,521.2857142857142,0.22,0.6,0.29999999999999993,0.15604709647919524
403,shinx,5,95,53.0,263,65,34,45,40,34,45,electric,,0.9761904761904762,0.9761904761904762,40.0,120.0,67.0,120.0,110.0,0.9761904761904762,115.75609756097562,373.88095238095235,0.09263157894736843,0.48,0.29999999999999993,0.08126317374284855
404,luxio,9,305,127.0,363,85,49,60,60,49,60,electric,,0.9761904761904762,0.9761904761904762,38.0,120.0,67.89473684210526,120.0,110.0,0.9761904761904762,161.85365853658536,471.5,0.19789473684210526,0.48,0.29999999999999993,0.14844926227040048
405,luxray,14,420,235.0,523,120,79,80,95,79,70,electric,,0.9761904761904762,0.9761904761904762,44.0,150.0,74.20454545454545,150.0,150.0,0.9761904761904762,243.8048780487805,656.9761904761905,0.3663157894736842,0.6,0.29999999999999993,0.26789119743049283
406,budew,2,12,56.0,280,30,35,40,50,70,55,grass,poison,0.9642857142857142,1.0595238095238095,30.0,130.0,65.5,80.0,130.0,1.0595238095238095,136.85393258426967,395.35714285714283,0.11052631578947368,0.52,0.24999999999999964,0.11201276182549592
407,roserade,9,145,232.0,515,70,65,60,125,105,90,grass,poison,0.9642857142857142,1.0595238095238095,35.0,150.0,72.14285714285714,150.0,150.0,1.0595238095238095,217.07865168539325,641.2499999999999,0.35789473684210527,0.6,0.24999999999999964,0.2289383640819346
408,cranidos,9,315,70.0,350,125,40,67,30,30,58,rock,,1.119047619047619,1.1428571428571428,57.0,150.0,74.56140350877193,150.0,110.0,1.1428571428571428,119.875,559.5238095238095,0.18421052631578946,0.6,0.9000000000000004,0.08726637517146776
409,rampardos,16,1025,173.0,495,165,60,97,65,50,58,rock,,1.119047619047619,1.1428571428571428,72.0,150.0,78.19444444444444,150.0,150.0,1.1428571428571428,181.125,721.7857142857143,0.3368421052631579,0.6,0.9000000000000004,0.17653677983539096
410,shieldon,5,570,70.0,350,42,118,30,42,88,30,rock,steel,1.0833333333333335,1.0714285714285714,42.0,140.0,72.97619047619048,120.0,140.0,1.0714285714285714,220.26666666666668,530.8333333333334,0.18421052631578946,0.56,0.7500000000000008,0.23358481938728853
411,bastiodon,13,1495,173.0,495,52,168,60,47,138,30,rock,steel,1.0833333333333335,1.0714285714285714,49.0,150.0,78.36734693877551,150.0,150.0,1.0714285714285714,341.6,698.7500000000001,0.3368421052631579,0.6,0.7500000000000008,0.4104252400548697
412,burmy,2,34,45.0,224,29,45,40,29,45,36,bug,,0.9761904761904762,1.0714285714285714,6.0,60.0,52.5,60.0,60.0,1.0714285714285714,121.33333333333334,277.23809523809524,0.05157894736842105,0.24,0.29999999999999993,0.08939186099679929
413,wormadam-plant,5,65,148.0,424,59,85,60,79,105,36,bug,grass,0.9761904761904762,1.3333333333333333,34.0,150.0,73.08823529411765,150.0,150.0,1.3333333333333333,187.5,560.3333333333334,0.26210526315789473,0.6,0.29999999999999993,0.18582818930041153
